book_id,book_title,author_id,num_pages,cover_type,publish_date,description,genre_ids
593,The Thorn Birds,65,692,Mass Market Paperback,01-04-1977,The Thorn Birds is a robust romantic saga of a singular family the Clearys It begins in the early part of the 20th century when Paddy Cleary moves his wife Fiona and their seven children to Drogheda the vast Australian sheep station owned by his autocratic and childless older sister and it ends more than half a century later when the only survivor of the third generation the brilliant actress Justine ONeill sets a course of life and love halfway around the world from her roots,"[97, 243, 34, 68, 21, 0, 91]"
594,Pericles and Aspasia: A Story of Ancient Greece,247,557,Kindle Edition,04-10-2022,STEP ASIDE ANTONY AND PERICLES AND ASPASIA THE LOVE STORY THAT SHAPED HISTORY,"[70, 182, 243, 34, 261, 117, 222]"
595,Tao Te Ching,87,107,Paperback,01-01-0401,No description available,"[13, 96, 68, 278, 275, 227, 119]"
596,Murder on Family Grounds (Mary Wandwalker #3),164,334,Paperback,01-03-2024,Who is killing off members of the Falconer family and why Such is the challenge confronting highly skilled extraordinarily intuitive Mary Wandwalker when she finds herself single sixty and jobless Long ago as an Oxford student with an unplanned pregnancy Mary knew the Falconers as the family who refused to help when her fianc David Falconer died in a car crash Now the baby boy she gave up for adoption is a policeman George Jones and he wants to meet her Can Mary bring herself to confront her past She must for lost in her memory is a clue that could save her sons life Back in 1979 Mary wrote to the Falconers and was rejected Now forty years later key phrases from her letter appear in the faked suicide note of Perdita Falconer Neither Perdita nor her killer had access to Marys document Too exact for coincidence the link is the pseudonym of the drug dealer who supplied her fatal dose He or she is known as the Kestrel When Mary was romanced by David Falconer in the 1970s the Kestrel was codename for a Russian spy entertained at Falconer House Could the resurrection of the nom de plume be connected to Viktor Solokov the Russian oligarch renting the Falconer estate with his beautiful wife Anna For the Falconers have dark secrets some centuries old When George Joness wife Caroline begs Mary to save her husband from treacherous Anna and the murderous talons of the Kestrel Mary must act,"[173, 91, 132, 166, 106, 48, 144]"
597,Flow Down Like Silver,147,301,Paperback,20-08-2009,Ki Longfellow author of the acclaimed ,"[254, 182, 124, 21, 83, 143, 45]"
598,The Long Walk,62,370,Mass Market Paperback,01-12-1978,Against the wishes of his mother sixteenyearold Ray Garraty is about to compete in the annual grueling match of stamina and wits known as The Long Walk One hundred boys must keep a steady pace of four miles per hour without ever stopping with the winner being awarded The Prizeanything he wants for the rest of his life But as part of this national tournament that sweeps through a dystopian America year after year there are some harsh rules that Garraty and ninetynine others must adhere to in order to beat out the rest There is no finish linethe winner is the last man standing Contestants cannot receive any outside aid whatsoever Slow down under the speed limit and youre given a warning Three warnings and youre out of the gamepermanently,"[223, 182, 73, 106, 291, 42, 246]"
599,"Night  (The Night Trilogy, #1)",322,120,Paperback,01-01-1956,Born in the town of Sighet Transylvania Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp and then to Buchenwald ,"[78, 68, 172, 80, 121, 202, 21]"
600,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",417,289,Paperback,01-01-1969,Maya Angelous debut memoir is a modern American classic beloved worldwide Her life story is told in the documentary film And Still I Rise as seen on PBSs American Masters,"[78, 68, 172, 121, 279, 275, 191]"
601,"Daughter of the Forest  (Sevenwaters, #1)",316,554,Mass Market Paperback,01-04-1999,Lovely Sorcha is the seventh child and only daughter of Lord Colum of Sevenwaters Bereft of a mother she is comforted by her six brothers who love and protect her Sorcha is the light in their lives they are determined that she know only contentment,"[107, 34, 182, 243, 93, 220, 8]"
602,The Count of Monte Cristo,522,1276,Paperback,28-08-1844,Thrown in prison for a crime he has not committed Edmond Dants is confined to the grim fortress of If There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape but also to use the treasure to plot the destruction of the three men responsible for his incarceration Dumas epic tale of suffering and retribution inspired by a reallife case of wrongful imprisonment was a huge popular success when it was first serialized in the 1840s,"[97, 243, 247, 143, 21, 272, 42]"
603,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",338,284,Hardcover,25-04-2006,Cammie Morgan is a student at the Gallagher Academy for Exceptional Young Women a fairly typical allgirls schoolthat is if every school taught advanced martial arts in PE and the latest in chemical warfare in science and students received extra credit for breaking CIA codes in computer class The Gallagher Academy might claim to be a school for geniuses but its really a school for spies Even though Cammie is fluent in fourteen languages and capable of killing a man in seven different ways she has no idea what to do when she meets an ordinary boy who thinks shes an ordinary girl Sure she can tap his phone hack into his computer or track him through town with the skill of a real pavement artistbut can she maneuver a relationship with someone who can never know the truth about her ,"[118, 34, 166, 12, 182, 141, 247]"
604,White Fang,406,252,Paperback,01-05-1906,White Fang is part dog and part wolf and the lone survivor of his family In his lonely world he soon learns to follow the harsh law of the Northkill or be killed But nothing in White Fangs life can prepare him for the cruel owner who turns him into a vicious killer Will White Fang ever know the kindness of a gentle master,"[97, 68, 247, 22, 93, 243, 143]"
605,On Earth We're Briefly Gorgeous,450,246,Hardcover,04-06-2019, is a letter from a son to a mother who cannot read Written when the speaker Little Dog is in his late twenties the letter unearths a familys history that began before he was born  a history whose epicenter is rooted in Vietnam  and serves as a doorway into parts of his life his mother has never known all of it leading to an unforgettable revelation At once a witness to the fraught yet undeniable love between a single mother and her son it is also a brutally honest exploration of race class and masculinity Asking questions central to our American moment immersed as we are in addiction violence and trauma but undergirded by compassion and tenderness ,"[97, 275, 114, 12, 249, 215, 42]"
606,Meditations,246,254,Paperback,01-01-0180,Written in Greek by the only Roman emperor who was also a philosopher without any intention of publication the ,"[13, 96, 102, 119, 257, 68, 145]"
607,"Are You There God? It’s Me, Margaret",16,149,Hardcover,01-01-1970,Margaret Simon almost twelve likes long hair tuna fish the smell of rain and things that are pink Shes just moved from New York City to Farbrook New Jersey and is anxious to fit in with her new friendsNancy Gretchen and Janie When they form a secret club to talk about private subjects like boys bras and getting their first periods Margaret is happy to belong,"[118, 182, 187, 68, 188, 274, 176]"
608,"City of Lost Souls (The Mortal Instruments, #5)",285,535,Hardcover,08-05-2012,The ,"[107, 93, 34, 217, 67, 151, 182]"
609,Houdini Heart,147,254,Paperback,25-04-2011,HOUDINI HEART harkens back to the masters of suspenseful supernatural Poe Lovecraft Shirley Jackson but speaks with a wholly fresh voice Once caught in its pages theres no escaping Longfellows terrible tale Weeks ago she was one of Hollywoods biggest writers wed to one of its greatest stars The doting mother of their golden child But now Shes alone tortured by a horrifying secret no woman could bear Pursued by those she cant outrun anguished by a guilt she cant endure and driven close to madness she flees to the one place shes ever called a small town in Vermont where River House still stands To a child the splendid hotel was mysterious and magical and all its glamorous guests knew delicious secretsCocooned in its walls she will write one last book Her atonement Or her suicide note But life is never as you dream it and River House isnt what shed always imagined it was Intense literary and harrowing Houdini Heart is a tale of bonechilling horror emotional torment and psychological terror Gripped by River House trapped in an aging hotel of mirrors only Houdini could escape how much can haunt a mind before it too is only a thing once imagined A haunting and disturbing journey through the psycheErika Mailman Author of The Witchs Trinity,"[223, 246, 182, 166, 216, 123, 143]"
610,Taming Flame,93,312,Paperback,01-01-1900,Flaminiuss days of bouncing between beds are snatched away the instant he sets eyes on his perfect genetic match Aurelia Suddenly the tedious task of claiming his rightful place on the throne of Arkhnuet doesnt seem as daunting with his whipsmart wife by his side But its not like Aurelia had a choice Flaminius is the only soul she can reproduce with and shes not about to play a role in her peoples extinction ,"[97, 132, 236, 23, 69, 246, 163]"
